#Wave,F560W,F770W,F1000W,F1130W,F1280W,F1500W,F1800W,F2100W,F2550W
#micron,el/phot,el/phot,el/phot,el/phot,el/phot,el/phot,el/phot,el/phot,el/phot
2.885,0,0,0,0,0,0,0,0,0
2.891,0,0,0,0,0,0,0,0,0
2.897,0,0,0,0,0,0,0,0,0
2.902,0,0,0,0,0,0,0,0,0
2.908,0,0,0,0,0,0,0,0,0
2.914,0,0,0,0,0,0,0,0,0
2.92,0,0,0,0,0,0,0,0,0
2.926,0,0,0,0,0,0,0,0,0
2.931,0,0,0,0,0,0,0,0,0
2.937,0,0,0,0,0,0,0,0,0
2.943,0,0,0,0,0,0,0,0,0
2.949,0,0,0,0,0,0,0,0,0
2.955,0,0,0,0,0,0,0,0,0
2.96,0,0,0,0,0,0,0,0,0
2.966,0,0,0,0,0,0,0,0,0
2.972,0,0,0,0,0,0,0,0,0
2.978,0,0,0,0,0,0,0,0,0
2.984,0,0,0,0,0,0,0,0,0
2.989,0,0,0,0,0,0,0,0,0
2.995,0,0,0,0,0,0,0,0,0
3.001,0,0,0,0,0,0,0,0,0
3.007,0,0,0,0,0,0,0,0,0
3.013,0,0,0,0,0,0,0,0,0
3.018,0,0,0,0,0,0,0,0,0
3.024,0,0,0,0,0,0,0,0,0
3.03,0,0,0,0,0,0,0,0,0
3.036,0,0,0,0,0,0,0,0,0
3.042,0,0,0,0,0,0,0,0,0
3.047,0,0,0,0,0,0,0,0,0
3.053,0,0,0,0,0,0,0,0,0
3.059,0,0,0,0,0,0,0,0,0
3.065,0,0,0,0,0,0,0,0,0
3.071,0,0,0,0,0,0,0,0,0
3.076,0,0,0,0,0,0,0,0,0
3.082,0,0,0,0,0,0,0,0,0
3.088,0,0,0,0,0,0,0,0,0
3.094,0,0,0,0,0,0,0,0,0
3.1,0,0,0,0,0,0,0,0,0
3.105,0,0,0,0,0,0,0,0,0
3.111,0,0,0,0,0,0,0,0,0
3.117,0,0,0,0,0,0,0,0,0
3.123,0,0,0,0,0,0,0,0,0
3.129,0,0,0,0,0,0,0,0,0
3.134,0,0,0,0,0,0,0,0,0
3.14,0,0,0,0,0,0,0,0,0
3.146,0,0,0,0,0,0,0,0,0
3.152,0,0,0,0,0,0,0,0,0
3.158,0,0,0,0,0,0,0,0,0
3.163,0,0,0,0,0,0,0,0,0
3.169,0,0,0,0,0,0,0,0,0
3.175,0,0,0,0,0,0,0,0,0
3.181,0,0,0,0,0,0,0,0,0
3.187,0,0,0,0,0,0,0,0,0
3.192,0,0,0,0,0,0,0,0,0
3.198,0,0,0,0,0,0,0,0,0
3.204,0,0,0,0,0,0,0,0,0
3.21,0,0,0,0,0,0,0,0,0
3.216,0,0,0,0,0,0,0,0,0
3.221,0,0,0,0,0,0,0,0,0
3.227,0,0,0,0,0,0,0,0,0
3.233,0,0,0,0,0,0,0,0,0
3.239,0,0,0,0,0,0,0,0,0
3.245,0,0,0,0,0,0,0,0,0
3.25,0,0,0,0,0,0,0,0,0
3.256,0,0,0,0,0,0,0,0,0
3.262,0,0,0,0,0,0,0,0,0
3.268,0,0,0,0,0,0,0,0,0
3.274,0,0,0,0,0,0,0,0,0
3.279,0,0,0,0,0,0,0,0,0
3.285,0,0,0,0,0,0,0,0,0
3.291,0,0,0,0,0,0,0,0,0
3.297,0,0,0,0,0,0,0,0,0
3.303,0,0,0,0,0,0,0,0,0
3.308,0,0,0,0,0,0,0,0,0
3.314,0,0,0,0,0,0,0,0,0
3.32,0,0,0,0,0,0,0,0,0
3.326,0,0,0,0,0,0,0,0,0
3.332,0,0,0,0,0,0,0,0,0
3.337,0,0,0,0,0,0,0,0,0
3.343,0,0,0,0,0,0,0,0,0
3.349,0,0,0,0,0,0,0,0,0
3.355,0,0,0,0,0,0,0,0,0
3.361,0,0,0,0,0,0,0,0,0
3.366,0,0,0,0,0,0,0,0,0
3.372,0,0,0,0,0,0,0,0,0
3.378,0,0,0,0,0,0,0,0,0
3.384,0,0,0,0,0,0,0,0,0
3.39,0,0,0,0,0,0,0,0,0
3.395,0,0,0,0,0,0,0,0,0
3.401,0,0,0,0,0,0,0,0,0
3.407,0,0,0,0,0,0,0,0,0
3.413,0,0,0,0,0,0,0,0,0
3.419,0,0,0,0,0,0,0,0,0
3.424,0,0,0,0,0,0,0,0,0
3.43,0,0,0,0,0,0,0,0,0
3.436,0,0,0,0,0,0,0,0,0
3.442,0,0,0,0,0,0,0,0,0
3.448,0,0,0,0,0,0,0,0,0
3.453,0,0,0,0,0,0,0,0,0
3.459,0,0,0,0,0,0,0,0,0
3.465,0,0,0,0,0,0,0,0,0
3.471,0,0,0,0,0,0,0,0,0
3.477,0,0,0,0,0,0,0,0,0
3.482,0,0,0,0,0,0,0,0,0
3.488,0,0,0,0,0,0,0,0,0
3.494,0,0,0,0,0,0,0,0,0
3.5,0,0,0,0,0,0,0,0,0
3.506,0,0,0,0,0,0,0,0,0
3.511,0,0,0,0,0,0,0,0,0
3.517,0,0,0,0,0,0,0,0,0
3.523,0,0,0,0,0,0,0,0,0
3.529,0,0,0,0,0,0,0,0,0
3.535,0,0,0,0,0,0,0,0,0
3.54,0,0,0,0,0,0,0,0,0
3.546,0,0,0,0,0,0,0,0,0
3.552,0,0,0,0,0,0,0,0,0
3.558,0,0,0,0,0,0,0,0,0
3.564,0,0,0,0,0,0,0,0,0
3.569,0,0,0,0,0,0,0,0,0
3.575,0,0,0,0,0,0,0,0,0
3.581,0,0,0,0,0,0,0,0,0
3.587,0,0,0,0,0,0,0,0,0
3.593,0,0,0,0,0,0,0,0,0
3.598,0,0,0,0,0,0,0,0,0
3.604,0,0,0,0,0,0,0,0,0
3.61,0,0,0,0,0,0,0,0,0
3.616,0,0,0,0,0,0,0,0,0
3.622,0,0,0,0,0,0,0,0,0
3.627,0,0,0,0,0,0,0,0,0
3.633,0,0,0,0,0,0,0,0,0
3.639,0,0,0,0,0,0,0,0,0
3.645,0,0,0,0,0,0,0,0,0
3.651,0,0,0,0,0,0,0,0,0
3.656,0,0,0,0,0,0,0,0,0
3.662,0,0,0,0,0,0,0,0,0
3.668,0,0,0,0,0,0,0,0,0
3.674,0,0,0,0,0,0,0,0,0
3.68,0,0,0,0,0,0,0,0,0
3.685,0,0,0,0,0,0,0,0,0
3.691,0,0,0,0,0,0,0,0,0
3.697,0,0,0,0,0,0,0,0,0
3.703,0,0,0,0,0,0,0,0,0
3.709,0,0,0,0,0,0,0,0,0
3.714,0,0,0,0,0,0,0,0,0
3.72,0,0,0,0,0,0,0,0,0
3.726,0,0,0,0,0,0,0,0,0
3.732,0,0,0,0,0,0,0,0,0
3.738,0,0,0,0,0,0,0,0,0
3.743,0,0,0,0,0,0,0,0,0
3.749,0,0,0,0,0,0,0,0,0
3.755,0,0,0,0,0,0,0,0,0
3.761,0,0,0,0,0,0,0,0,0
3.767,0,0,0,0,0,0,0,0,0
3.772,0,0,0,0,0,0,0,0,0
3.778,0,0,0,0,0,0,0,0,0
3.784,0,0,0,0,0,0,0,0,0
3.79,0,0,0,0,0,0,0,0,0
3.796,0,0,0,0,0,0,0,0,0
3.801,0,0,0,0,0,0,0,0,0
3.807,0,0,0,0,0,0,0,0,0
3.813,0,0,0,0,0,0,0,0,0
3.819,0,0,0,0,0,0,0,0,0
3.825,0,0,0,0,0,0,0,0,0
3.83,0,0,0,0,0,0,0,0,0
3.836,0,0,0,0,0,0,0,0,0
3.842,0,0,0,0,0,0,0,0,0
3.848,0,0,0,0,0,0,0,0,0
3.854,0,0,0,0,0,0,0,0,0
3.859,0,0,0,0,0,0,0,0,0
3.865,0,0,0,0,0,0,0,0,0
3.871,0,0,0,0,0,0,0,0,0
3.877,0,0,0,0,0,0,0,0,0
3.883,0,0,0,0,0,0,0,0,0
3.888,0,0,0,0,0,0,0,0,0
3.894,0,0,0,0,0,0,0,0,0
3.9,0,0,0,0,0,0,0,0,0
3.906,0,0,0,0,0,0,0,0,0
3.912,0,0,0,0,0,0,0,0,0
3.917,0,0,0,0,0,0,0,0,0
3.923,0,0,0,0,0,0,0,0,0
3.929,0,0,0,0,0,0,0,0,0
3.935,0,0,0,0,0,0,0,0,0
3.941,0,0,0,0,0,0,0,0,0
3.946,0,0,0,0,0,0,0,0,0
3.952,0,0,0,0,0,0,0,0,0
3.958,0,0,0,0,0,0,0,0,0
3.964,0,0,0,0,0,0,0,0,0
3.97,0,0,0,0,0,0,0,0,0
3.975,0,0,0,0,0,0,0,0,0
3.981,0,0,0,0,0,0,0,0,0
3.987,0,0,0,0,0,0,0,0,0
3.993,0,0,0,0,0,0,0,0,0
3.999,0,0,0,0,0,0,0,0,0
4.004,0,0,0,0,0,0,0,0,0
4.01,0,0,0,0,0,0,0,0,0
4.016,0,0,0,0,0,0,0,0,0
4.022,0,0,0,0,0,0,0,0,0
4.028,0,0,0,0,0,0,0,0,0
4.033,0,0,0,0,0,0,0,0,0
4.039,0,0,0,0,0,0,0,0,0
4.045,0,0,0,0,0,0,0,0,0
4.051,0,0,0,0,0,0,0,0,0
4.057,0,0,0,0,0,0,0,0,0
4.062,0,0,0,0,0,0,0,0,0
4.068,0,0,0,0,0,0,0,0,0
4.074,0,0,0,0,0,0,0,0,0
4.08,0,0,0,0,0,0,0,0,0
4.086,0,0,0,0,0,0,0,0,0
4.091,0,0,0,0,0,0,0,0,0
4.097,0,0,0,0,0,0,0,0,0
4.103,0,0,0,0,0,0,0,0,0
4.109,0,0,0,0,0,0,0,0,0
4.115,0,0,0,0,0,0,0,0,0
4.12,0,0,0,0,0,0,0,0,0
4.126,0,0,0,0,0,0,0,0,0
4.132,0,0,0,0,0,0,0,0,0
4.138,0,0,0,0,0,0,0,0,0
4.144,0,0,0,0,0,0,0,0,0
4.149,0,0,0,0,0,0,0,0,0
4.155,0,0,0,0,0,0,0,0,0
4.161,0,0,0,0,0,0,0,0,0
4.167,0,0,0,0,0,0,0,0,0
4.173,0,0,0,0,0,0,0,0,0
4.178,0,0,0,0,0,0,0,0,0
4.184,0,0,0,0,0,0,0,0,0
4.19,0,0,0,0,0,0,0,0,0
4.196,0,0,0,0,0,0,0,0,0
4.202,0,0,0,0,0,0,0,0,0
4.207,0,0,0,0,0,0,0,0,0
4.213,0,0,0,0,0,0,0,0,0
4.219,0,0,0,0,0,0,0,0,0
4.225,0,0,0,0,0,0,0,0,0
4.231,0,0,0,0,0,0,0,0,0
4.236,0,0,0,0,0,0,0,0,0
4.242,0,0,0,0,0,0,0,0,0
4.248,0,0,0,0,0,0,0,0,0
4.254,0,0,0,0,0,0,0,0,0
4.26,0,0,0,0,0,0,0,0,0
4.265,0,0,0,0,0,0,0,0,0
4.271,0,0,0,0,0,0,0,0,0
4.277,0,0,0,0,0,0,0,0,0
4.283,0,0,0,0,0,0,0,0,0
4.289,0,0,0,0,0,0,0,0,0
4.294,0,0,0,0,0,0,0,0,0
4.3,0,0,0,0,0,0,0,0,0
4.306,0,0,0,0,0,0,0,0,0
4.312,0,0,0,0,0,0,0,0,0
4.318,0,0,0,0,0,0,0,0,0
4.323,0,0,0,0,0,0,0,0,0
4.329,0,0,0,0,0,0,0,0,0
4.335,0,0,0,0,0,0,0,0,0
4.341,0,0,0,0,0,0,0,0,0
4.347,0,0,0,0,0,0,0,0,0
4.352,0,0,0,0,0,0,0,0,0
4.358,0,0,0,0,0,0,0,0,0
4.364,0,0,0,0,0,0,0,0,0
4.37,0,0,0,0,0,0,0,0,0
4.376,0,0,0,0,0,0,0,0,0
4.381,0,0,0,0,0,0,0,0,0
4.387,0,0,0,0,0,0,0,0,0
4.393,0,0,0,0,0,0,0,0,0
4.399,0,0,0,0,0,0,0,0,0
4.405,0,0,0,0,0,0,0,0,0
4.41,0,0,0,0,0,0,0,0,0
4.416,0,0,0,0,0,0,0,0,0
4.422,0,0,0,0,0,0,0,0,0
4.428,0,0,0,0,0,0,0,0,0
4.434,0,0,0,0,0,0,0,0,0
4.439,0,0,0,0,0,0,0,0,0
4.445,0,0,0,0,0,0,0,0,0
4.451,0,0,0,0,0,0,0,0,0
4.457,0,0,0,0,0,0,0,0,0
4.463,0,0,0,0,0,0,0,0,0
4.468,0,0,0,0,0,0,0,0,0
4.474,0,0,0,0,0,0,0,0,0
4.48,0,0,0,0,0,0,0,0,0
4.486,0,0,0,0,0,0,0,0,0
4.492,0,0,0,0,0,0,0,0,0
4.497,0,0,0,0,0,0,0,0,0
4.503,0,0,0,0,0,0,0,0,0
4.509,0,0,0,0,0,0,0,0,0
4.515,0,0,0,0,0,0,0,0,0
4.521,0,0,0,0,0,0,0,0,0
4.526,0,0,0,0,0,0,0,0,0
4.532,0,0,0,0,0,0,0,0,0
4.538,0,0,0,0,0,0,0,0,0
4.544,0,0,0,0,0,0,0,0,0
4.55,0,0,0,0,0,0,0,0,0
4.555,0,0,0,0,0,0,0,0,0
4.561,0,0,0,0,0,0,0,0,0
4.567,0,0,0,0,0,0,0,0,0
4.573,0,0,0,0,0,0,0,0,0
4.579,0,0,0,0,0,0,0,0,0
4.584,0,0,0,0,0,0,0,0,0
4.59,0,0,0,0,0,0,0,0,0
4.596,0,0,0,0,0,0,0,0,0
4.602,0,0,0,0,0,0,0,0,0
4.608,0,0,0,0,0,0,0,0,0
4.613,0,0,0,0,0,0,0,0,0
4.619,0,0,0,0,0,0,0,0,0
4.625,0,0,0,0,0,0,0,0,0
4.631,0,0,0,0,0,0,0,0,0
